gray_value,count
0,8
1,52
2,72
3,55
4,81
5,71
6,75
7,89
8,96
9,119
10,153
11,134
12,171
13,173
14,220
15,234
16,240
17,265
18,347
19,357
20,394
21,488
22,509
23,599
24,820
25,1200
26,2211
27,2925
28,5326
29,6941
30,9015
31,10377
32,10971
33,11046
34,9508
35,9457
36,8722
37,8190
38,7749
39,8074
40,7989
41,7676
42,7338
43,7717
44,8554
45,9626
46,10567
47,11414
48,12370
49,13845
50,15105
51,15143
52,16040
53,16803
54,16946
55,16380
56,15612
57,14639
58,13867
59,12674
60,11733
61,10390
62,9456
63,8884
64,8236
65,7916
66,7494
67,7360
68,7206
69,7218
70,7040
71,7155
72,7153
73,7150
74,7375
75,7498
76,7732
77,8061
78,8271
79,8635
80,9159
81,9059
82,9580
83,9473
84,9706
85,9840
86,10489
87,10270
88,10571
89,10476
90,10224
91,10261
92,10012
93,9868
94,10255
95,10109
96,10084
97,9646
98,9497
99,9386
100,8930
101,8789
102,8613
103,8473
104,8502
105,8271
106,8239
107,8686
108,9022
109,9001
110,9268
111,9828
112,9806
113,9998
114,10072
115,9924
116,9937
117,9951
118,9895
119,9842
120,9521
121,9291
122,9430
123,9505
124,8752
125,8500
126,8357
127,8141
128,8294
129,7452
130,7230
131,6975
132,6923
133,6896
134,6797
135,6829
136,6900
137,6694
138,6375
139,6478
140,6773
141,7060
142,7305
143,7502
144,8027
145,8145
146,8019
147,8513
148,8899
149,9629
150,10032
151,10502
152,11775
153,11260
154,11237
155,9825
156,9718
157,9668
158,8501
159,8879
160,7974
161,7984
162,8265
163,9086
164,10010
165,11278
166,13518
167,17297
168,21536
169,21569
170,21472
171,21464
172,22570
173,23813
174,22881
175,19867
176,18128
177,18004
178,19366
179,22319
180,24397
181,30680
182,34187
183,28143
184,25943
185,26714
186,36777
187,56511
188,42315
189,32769
190,31544
191,35165
192,39568
193,43071
194,40818
195,48250
196,55323
197,60716
198,62305
199,68283
200,35960
201,28729
202,25748
203,26249
204,25518
205,23700
206,28176
207,25810
208,31274
209,30740
210,26970
211,23700
212,21858
213,18594
214,19993
215,15153
216,15446
217,13678
218,16220
219,12858
220,7955
221,8376
222,13535
223,5296
224,1979
225,1878
226,1339
227,1507
228,1340
229,820
230,610
231,689
232,431
233,428
234,519
235,429
236,301
237,264
238,211
239,222
240,167
241,218
242,151
243,154
244,156
245,241
246,171
247,171
248,253
249,210
250,291
251,394
252,790
253,1153
254,5191
255,11043
