gray_value,count
0,5002
1,7156
2,12267
3,9015
4,10377
5,10971
6,11046
7,18965
8,8722
9,15939
10,8074
11,7989
12,15014
13,7717
14,18180
15,10567
16,11414
17,12370
18,0
19,13845
20,15105
21,15143
22,0
23,16040
24,16803
25,0
26,16946
27,16380
28,15612
29,0
30,14639
31,13867
32,12674
33,11733
34,10390
35,18340
36,8236
37,15410
38,7360
39,14424
40,14195
41,7153
42,14525
43,7498
44,15793
45,8271
46,8635
47,18218
48,9580
49,9473
50,9706
51,9840
52,10489
53,20841
54,10476
55,10224
56,10261
57,10012
58,9868
59,10255
60,10109
61,19730
62,9497
63,9386
64,8930
65,17402
66,8473
67,16773
68,8239
69,8686
70,18023
71,9268
72,9828
73,9806
74,9998
75,10072
76,19861
77,9951
78,9895
79,9842
80,9521
81,18721
82,9505
83,8752
84,16857
85,8141
86,8294
87,14682
88,13898
89,6896
90,13626
91,13594
92,12853
93,6773
94,14365
95,7502
96,16172
97,8019
98,8513
99,18528
100,10032
101,10502
102,11775
103,11260
104,11237
105,9825
106,9718
107,18169
108,8879
109,7974
110,16249
111,9086
112,10010
113,11278
114,13518
115,0
116,17297
117,21536
118,0
119,21569
120,0
121,21472
122,0
123,21464
124,0
125,22570
126,0
127,23813
128,0
129,22881
130,0
131,19867
132,18128
133,0
134,18004
135,19366
136,0
137,22319
138,0
139,0
140,24397
141,0
142,30680
143,0
144,0
145,34187
146,0
147,0
148,28143
149,0
150,25943
151,0
152,26714
153,0
154,0
155,36777
156,0
157,0
158,0
159,0
160,56511
161,0
162,0
163,0
164,42315
165,0
166,0
167,32769
168,0
169,31544
170,0
171,0
172,35165
173,0
174,0
175,0
176,39568
177,0
178,0
179,0
180,43071
181,0
182,0
183,40818
184,0
185,0
186,0
187,48250
188,0
189,0
190,0
191,0
192,55323
193,0
194,0
195,0
196,0
197,60716
198,0
199,0
200,0
201,0
202,0
203,62305
204,0
205,0
206,0
207,0
208,0
209,68283
210,0
211,0
212,35960
213,0
214,28729
215,0
216,0
217,25748
218,0
219,26249
220,0
221,25518
222,0
223,23700
224,0
225,28176
226,0
227,0
228,25810
229,0
230,31274
231,0
232,0
233,30740
234,0
235,26970
236,0
237,23700
238,0
239,21858
240,0
241,18594
242,0
243,19993
244,15153
245,15446
246,0
247,13678
248,16220
249,12858
250,16331
251,0
252,22688
253,12477
254,6344
255,11043
