gray_value,count
0,10474
1,6961
2,748
3,4412
4,5809
5,1405
6,4043
7,29412
8,855
9,268
10,22
11,119
12,4349
13,670
14,9672
15,52331
16,6774
17,3858
18,193
19,788
20,1314
21,452
22,522
23,2134
24,4764
25,874
26,78
27,288
28,28018
29,2894
30,39319
31,65709
32,723
33,256
34,60
35,145
36,184
37,36
38,161
39,417
40,19
41,7
42,0
43,2
44,68
45,5
46,71
47,143
48,3989
49,781
50,114
51,271
52,513
53,80
54,339
55,637
56,8539
57,613
58,73
59,147
60,33748
61,940
62,14544
63,12687
64,6549
65,1119
66,244
67,512
68,2823
69,292
70,690
71,1859
72,216
73,20
74,4
75,1
76,730
77,92
78,652
79,1144
80,1284
81,385
82,23
83,77
84,275
85,106
86,52
87,199
88,611
89,86
90,4
91,20
92,1846
93,241
94,990
95,2835
96,4548
97,567
98,148
99,316
100,697
101,95
102,246
103,608
104,87
105,7
106,2
107,1
108,232
109,18
110,149
111,344
112,30557
113,1936
114,450
115,595
116,2122
117,218
118,649
119,1136
120,35122
121,1054
122,157
123,258
124,55329
125,2096
126,13078
127,14638
128,790
129,4363
130,22
131,8379
132,196
133,529
134,70
135,31485
136,79
137,115
138,1
139,58
140,137
141,335
142,72
143,14570
144,284
145,772
146,8
147,564
148,24
149,78
150,6
151,820
152,136
153,236
154,0
155,182
156,379
157,610
158,141
159,13611
160,33
161,111
162,0
163,80
164,5
165,11
166,3
167,186
168,2
169,3
170,0
171,0
172,0
173,3
174,1
175,105
176,116
177,242
178,2
179,155
180,4
181,23
182,1
183,259
184,79
185,150
186,3
187,148
188,140
189,244
190,83
191,4279
192,4545
193,31440
194,89
195,35000
196,629
197,2253
198,196
199,49075
200,113
201,383
202,1
203,133
204,246
205,714
206,170
207,14474
208,613
209,2116
210,3
211,811
212,86
213,288
214,18
215,2002
216,302
217,689
218,5
219,254
220,648
221,1236
222,232
223,16388
224,10626
225,48268
226,101
227,15348
228,516
229,2382
230,157
231,14069
232,71
233,164
234,7
235,114
236,174
237,270
238,188
239,5642
240,46763
241,76044
242,208
243,14597
244,1072
245,3151
246,345
247,20641
248,13849
249,15909
250,119
251,5072
252,14169
253,27351
254,4765
255,917491
