gray_value,count
0,62
1,305
2,631
3,2088
4,5216
5,8800
6,13556
7,14305
8,16741
9,19012
10,15125
11,15646
12,13400
13,12411
14,12792
15,11786
16,12336
17,12679
18,12369
19,13439
20,13109
21,12529
22,13072
23,12588
24,12811
25,11138
26,10316
27,9808
28,8916
29,8730
30,8166
31,7891
32,7317
33,7238
34,6949
35,6444
36,6097
37,5773
38,5569
39,5304
40,5422
41,5417
42,5262
43,5042
44,4910
45,4724
46,4391
47,4323
48,4301
49,4056
50,3815
51,3860
52,3761
53,3479
54,3397
55,3376
56,3386
57,3431
58,3465
59,3342
60,3309
61,3118
62,2998
63,2783
64,2462
65,2230
66,2044
67,1842
68,1728
69,1556
70,1345
71,1143
72,1153
73,1039
74,1014
75,835
76,799
77,801
78,716
79,715
80,674
81,631
82,602
83,556
84,548
85,541
86,511
87,503
88,472
89,516
90,461
91,434
92,420
93,456
94,446
95,445
96,400
97,414
98,394
99,424
100,423
101,410
102,416
103,406
104,374
105,410
106,409
107,402
108,363
109,419
110,391
111,379
112,421
113,356
114,382
115,395
116,399
117,376
118,417
119,408
120,383
121,421
122,370
123,430
124,409
125,413
126,434
127,407
128,396
129,483
130,432
131,446
132,410
133,405
134,423
135,433
136,410
137,398
138,409
139,404
140,395
141,399
142,408
143,411
144,390
145,396
146,362
147,379
148,405
149,354
150,380
151,398
152,347
153,360
154,352
155,402
156,382
157,394
158,386
159,418
160,347
161,367
162,349
163,361
164,400
165,339
166,320
167,398
168,368
169,326
170,321
171,318
172,363
173,324
174,302
175,327
176,267
177,325
178,287
179,304
180,296
181,288
182,295
183,260
184,280
185,277
186,272
187,269
188,283
189,253
190,246
191,260
192,226
193,249
194,216
195,235
196,260
197,234
198,248
199,226
200,263
201,242
202,266
203,272
204,233
205,259
206,211
207,231
208,222
209,213
210,235
211,232
212,232
213,215
214,232
215,244
216,226
217,214
218,218
219,201
220,219
221,235
222,206
223,220
224,198
225,205
226,227
227,238
228,206
229,205
230,212
231,244
232,204
233,214
234,223
235,214
236,272
237,211
238,220
239,241
240,234
241,227
242,221
243,219
244,259
245,245
246,251
247,216
248,228
249,211
250,204
251,173
252,112
253,87
254,51
255,9
