gray_value,count
0,637
1,907
2,1199
3,1448
4,1406
5,2044
6,1342
7,1896
8,1603
9,1916
10,1794
11,1858
12,1840
13,2861
14,2444
15,2409
16,2562
17,2676
18,3041
19,2974
20,2920
21,2520
22,2529
23,2620
24,2595
25,2605
26,2774
27,2762
28,2700
29,2723
30,2543
31,2642
32,2774
33,2681
34,2658
35,2667
36,2729
37,2269
38,2376
39,2195
40,2073
41,2128
42,2117
43,2082
44,2169
45,2059
46,2076
47,1913
48,2013
49,1968
50,2073
51,2027
52,2054
53,2183
54,2288
55,2115
56,2022
57,2052
58,2072
59,2023
60,1943
61,1939
62,1887
63,1867
64,1828
65,1730
66,1758
67,1620
68,1636
69,1584
70,1567
71,1571
72,1497
73,1529
74,1542
75,1445
76,1398
77,1459
78,1453
79,1342
80,1392
81,1402
82,1346
83,1284
84,1285
85,1282
86,1289
87,1281
88,1293
89,1240
90,1300
91,1284
92,1241
93,1319
94,1434
95,1476
96,1390
97,1586
98,1466
99,1468
100,1293
101,1298
102,1408
103,1539
104,1239
105,1255
106,1129
107,1134
108,1149
109,1156
110,1075
111,1329
112,1284
113,1351
114,997
115,993
116,1014
117,1064
118,915
119,912
120,797
121,790
122,792
123,772
124,745
125,754
126,694
127,649
128,700
129,761
130,732
131,733
132,796
133,829
134,740
135,998
136,977
137,1032
138,1081
139,1859
140,1881
141,1385
142,1314
143,1507
144,1181
145,1202
146,1032
147,1102
148,1016
149,1046
150,1052
151,1214
152,1382
153,1401
154,1286
155,1436
156,1492
157,1678
158,1717
159,1781
160,1872
161,2040
162,2007
163,2264
164,2143
165,2209
166,2268
167,2198
168,2312
169,2129
170,2117
171,2205
172,1893
173,1927
174,1799
175,1544
176,1398
177,1341
178,1166
179,1055
180,935
181,822
182,711
183,596
184,537
185,501
186,404
187,363
188,318
189,261
190,230
191,179
192,182
193,151
194,149
195,136
196,108
197,110
198,86
199,90
200,81
201,96
202,69
203,64
204,67
205,49
206,58
207,52
208,44
209,33
210,49
211,38
212,26
213,27
214,28
215,33
216,43
217,24
218,28
219,31
220,35
221,27
222,30
223,29
224,24
225,25
226,24
227,24
228,18
229,24
230,29
231,19
232,23
233,26
234,22
235,28
236,22
237,27
238,28
239,22
240,35
241,31
242,37
243,28
244,25
245,36
246,24
247,30
248,26
249,31
250,35
251,46
252,30
253,28
254,91
255,4
