gray_value,count
0,1085
1,3693
2,3803
3,2954
4,3682
5,4145
6,3014
7,3174
8,3530
9,3720
10,3966
11,4305
12,2377
13,4788
14,2626
15,2779
16,5877
17,3122
18,3321
19,3431
20,3523
21,3697
22,3765
23,3901
24,3972
25,0
26,4183
27,4346
28,4659
29,4737
30,0
31,5044
32,5025
33,0
34,6310
35,0
36,6247
37,0
38,0
39,0
40,0
41,0
42,21504
43,4602
44,5576
45,0
46,4431
47,4215
48,4020
49,3972
50,3843
51,3773
52,3808
53,3718
54,3656
55,3709
56,3668
57,3652
58,3765
59,3644
60,3519
61,3715
62,3547
63,3665
64,3625
65,3583
66,3697
67,3543
68,3698
69,3677
70,3606
71,3803
72,3685
73,3731
74,3971
75,0
76,3957
77,4017
78,4006
79,3870
80,4040
81,3794
82,3823
83,3765
84,3701
85,3560
86,3560
87,3506
88,3315
89,3430
90,3340
91,3292
92,3206
93,6550
94,3286
95,3524
96,3418
97,3335
98,3477
99,3729
100,3874
101,4046
102,3892
103,0
104,4903
105,4540
106,0
107,6253
108,0
109,6246
110,4094
111,3850
112,3722
113,3607
114,3543
115,3802
116,3858
117,4034
118,4242
119,4201
120,4303
121,0
122,4362
123,4469
124,4321
125,4440
126,0
127,4538
128,4478
129,4514
130,4555
131,4284
132,0
133,4517
134,4249
135,4215
136,3880
137,3748
138,3781
139,3832
140,3587
141,3706
142,3403
143,3231
144,3211
145,3194
146,5677
147,2751
148,2477
149,5046
150,2331
151,4687
152,2279
153,4757
154,2457
155,4892
156,2531
157,5393
158,2800
159,2757
160,5479
161,2771
162,2699
163,2770
164,5686
165,2963
166,3078
167,3137
168,3158
169,3234
170,6796
171,3404
172,3593
173,3655
174,3678
175,0
176,3811
177,3643
178,3845
179,3962
180,4156
181,4067
182,4288
183,4092
184,4087
185,0
186,4034
187,4283
188,4271
189,4441
190,4419
191,0
192,4331
193,4429
194,4320
195,4504
196,4657
197,0
198,4902
199,4614
200,4848
201,0
202,4833
203,4770
204,5020
205,0
206,4521
207,4413
208,4471
209,4346
210,4013
211,0
212,3755
213,3738
214,3660
215,6746
216,3115
217,3029
218,3065
219,3259
220,3435
221,3570
222,3868
223,4734
224,4707
225,0
226,4399
227,5035
228,4664
229,0
230,4726
231,5049
232,4520
233,0
234,4537
235,6585
236,0
237,5545
238,4654
239,0
240,4831
241,4770
242,5159
243,0
244,6740
245,4129
246,4024
247,3536
248,0
249,4249
250,6052
251,0
252,0
253,0
254,13189
255,4031
