gray_value,count
0,290
1,795
2,769
3,650
4,799
5,769
6,706
7,733
8,709
9,806
10,788
11,767
12,917
13,960
14,1077
15,1136
16,1225
17,1321
18,1354
19,1410
20,1381
21,1556
22,1458
23,1574
24,1600
25,1771
26,1759
27,1875
28,1845
29,1890
30,2076
31,2089
32,2216
33,2377
34,2297
35,2491
36,2626
37,2779
38,2926
39,2951
40,3122
41,3321
42,3431
43,3523
44,3697
45,3765
46,3901
47,3972
48,4183
49,4346
50,4659
51,4737
52,5044
53,5025
54,6310
55,6247
56,21504
57,4602
58,5576
59,4431
60,4215
61,4020
62,3972
63,3843
64,3773
65,3808
66,3718
67,3656
68,3709
69,3668
70,3652
71,3765
72,3644
73,3519
74,3715
75,3547
76,3665
77,3625
78,3583
79,3697
80,3543
81,3698
82,3677
83,3606
84,3803
85,3685
86,3731
87,3971
88,3957
89,4017
90,4006
91,3870
92,4040
93,3794
94,3823
95,3765
96,3701
97,3560
98,3560
99,3506
100,3315
101,3430
102,3340
103,3292
104,3206
105,3242
106,3308
107,3286
108,3524
109,3418
110,3335
111,3477
112,3729
113,3874
114,4046
115,3892
116,4903
117,4540
118,6253
119,6246
120,4094
121,3850
122,3722
123,3607
124,3543
125,3802
126,3858
127,4034
128,4242
129,4201
130,4303
131,4362
132,4469
133,4321
134,4440
135,4538
136,4478
137,4514
138,4555
139,4284
140,4517
141,4249
142,4215
143,3880
144,3748
145,3781
146,3832
147,3587
148,3706
149,3403
150,3231
151,3211
152,3194
153,2911
154,2766
155,2751
156,2477
157,2615
158,2431
159,2331
160,2300
161,2387
162,2279
163,2324
164,2433
165,2457
166,2413
167,2479
168,2531
169,2760
170,2633
171,2800
172,2757
173,2779
174,2700
175,2771
176,2699
177,2770
178,2852
179,2834
180,2963
181,3078
182,3137
183,3158
184,3234
185,3366
186,3430
187,3404
188,3593
189,3655
190,3678
191,3811
192,3643
193,3845
194,3962
195,4156
196,4067
197,4288
198,4092
199,4087
200,4034
201,4283
202,4271
203,4441
204,4419
205,4331
206,4429
207,4320
208,4504
209,4657
210,4902
211,4614
212,4848
213,4833
214,4770
215,5020
216,4521
217,4413
218,4471
219,4346
220,4013
221,3755
222,3738
223,3660
224,3408
225,3338
226,3115
227,3029
228,3065
229,3259
230,3435
231,3570
232,3868
233,4734
234,4707
235,4399
236,5035
237,4664
238,4726
239,5049
240,4520
241,4537
242,6585
243,5545
244,4654
245,4831
246,4770
247,5159
248,6740
249,4129
250,4024
251,3536
252,4249
253,6052
254,13189
255,4031
