gray_value,count
0,55322
1,3647
2,2108
3,3677
4,4546
5,47
6,4371
7,4334
8,2780
9,46
10,16
11,19
12,4774
13,46
14,3620
15,3963
16,6138
17,67
18,61
19,61
20,58
21,2
22,54
23,75
24,5643
25,59
26,32
27,42
28,5860
29,72
30,4830
31,5142
32,3494
33,40
34,40
35,59
36,77
37,0
38,78
39,53
40,17
41,2
42,0
43,0
44,27
45,0
46,27
47,26
48,5800
49,91
50,57
51,78
52,86
53,0
54,65
55,74
56,4768
57,62
58,29
59,42
60,5288
61,65
62,4097
63,4488
64,9342
65,278
66,61
67,175
68,74
69,2
70,94
71,153
72,101
73,4
74,1
75,0
76,92
77,2
78,85
79,101
80,129
81,1
82,0
83,1
84,8
85,0
86,3
87,37
88,96
89,2
90,0
91,1
92,111
93,17
94,83
95,383
96,7982
97,161
98,76
99,145
100,92
101,1
102,75
103,134
104,28
105,0
106,1
107,1
108,52
109,1
110,40
111,50
112,7863
113,153
114,85
115,135
116,144
117,23
118,109
119,218
120,6806
121,100
122,32
123,51
124,7026
125,143
126,5453
127,8563
128,35753
129,1049
130,471
131,1042
132,787
133,18
134,726
135,1278
136,498
137,12
138,3
139,9
140,833
141,16
142,674
143,1286
144,588
145,20
146,10
147,22
148,6
149,3
150,8
151,15
152,631
153,14
154,4
155,18
156,922
157,38
158,832
159,1347
160,220
161,6
162,5
163,13
164,4
165,0
166,4
167,9
168,2
169,0
170,0
171,0
172,3
173,0
174,2
175,4
176,341
177,11
178,3
179,10
180,8
181,0
182,3
183,9
184,340
185,11
186,4
187,7
188,378
189,13
190,273
191,621
192,51757
193,2407
194,570
195,2280
196,1062
197,54
198,973
199,2925
200,592
201,32
202,4
203,17
204,975
205,57
206,803
207,2331
208,1039
209,48
210,11
211,40
212,77
213,150
214,22
215,182
216,731
217,38
218,3
219,21
220,1743
221,455
222,1152
223,4202
224,44354
225,2721
226,619
227,2726
228,945
229,50
230,849
231,3205
232,263
233,21
234,1
235,15
236,384
237,24
238,406
239,1392
240,60181
241,4538
242,666
243,3900
244,1455
245,802
246,895
247,7358
248,56859
249,4359
250,328
251,2108
252,90756
253,6832
254,71925
255,866703
