gray_value,count
0,2023
1,5458
2,21025
3,31878
4,34245
5,23324
6,17966
7,16400
8,17338
9,15358
10,14436
11,13826
12,15063
13,15987
14,12378
15,14008
16,13933
17,12675
18,11393
19,8950
20,8833
21,9273
22,9712
23,9615
24,9987
25,9472
26,9566
27,8656
28,8911
29,9156
30,9633
31,9890
32,10242
33,10807
34,11526
35,12499
36,14153
37,15524
38,16229
39,16797
40,18241
41,17796
42,18078
43,17918
44,17345
45,16528
46,15792
47,15163
48,14335
49,13505
50,13418
51,13726
52,13289
53,13401
54,12652
55,12578
56,12414
57,11851
58,11769
59,11936
60,12178
61,11518
62,11427
63,11309
64,10908
65,11175
66,11171
67,11008
68,11102
69,11000
70,10716
71,10398
72,10342
73,10730
74,10501
75,10292
76,10629
77,10126
78,10674
79,10290
80,10518
81,10668
82,10543
83,10204
84,10467
85,10068
86,9867
87,9839
88,10094
89,9313
90,8564
91,8328
92,8756
93,8727
94,9046
95,8580
96,8599
97,8318
98,9342
99,8314
100,9258
101,9530
102,10748
103,10977
104,10071
105,9090
106,8552
107,8657
108,8570
109,8647
110,9253
111,9742
112,11783
113,10052
114,10713
115,9389
116,8142
117,8717
118,7075
119,7332
120,6673
121,6284
122,6840
123,7105
124,7006
125,7931
126,6011
127,6059
128,5746
129,6223
130,5576
131,4741
132,4777
133,5231
134,4337
135,3478
136,3562
137,3719
138,3190
139,3043
140,2463
141,2123
142,1840
143,1648
144,1481
145,1410
146,1334
147,1285
148,1237
149,1186
150,1145
151,1145
152,1044
153,1142
154,1009
155,973
156,929
157,921
158,883
159,802
160,746
161,743
162,757
163,744
164,756
165,691
166,653
167,621
168,611
169,521
170,519
171,486
172,467
173,464
174,439
175,444
176,451
177,433
178,345
179,350
180,312
181,293
182,256
183,262
184,237
185,213
186,218
187,167
188,180
189,185
190,144
191,164
192,155
193,136
194,140
195,123
196,153
197,129
198,105
199,101
200,95
201,70
202,85
203,69
204,72
205,60
206,62
207,48
208,56
209,55
210,56
211,39
212,66
213,40
214,54
215,49
216,50
217,33
218,32
219,37
220,50
221,38
222,26
223,30
224,25
225,35
226,24
227,38
228,27
229,33
230,31
231,30
232,32
233,34
234,27
235,29
236,30
237,25
238,28
239,37
240,28
241,26
242,28
243,29
244,29
245,42
246,36
247,34
248,37
249,50
250,55
251,52
252,80
253,466
254,310
255,20
