gray_value,count
0,2023
1,5458
2,0
3,0
4,0
5,21025
6,0
7,0
8,0
9,0
10,31878
11,0
12,0
13,0
14,0
15,34245
16,0
17,0
18,0
19,23324
20,0
21,0
22,17966
23,0
24,0
25,16400
26,0
27,17338
28,0
29,0
30,15358
31,0
32,14436
33,0
34,0
35,13826
36,0
37,15063
38,0
39,0
40,15987
41,0
42,12378
43,0
44,14008
45,0
46,13933
47,0
48,12675
49,0
50,11393
51,8950
52,0
53,8833
54,9273
55,0
56,9712
57,0
58,9615
59,9987
60,0
61,9472
62,9566
63,0
64,8656
65,8911
66,0
67,9156
68,9633
69,0
70,9890
71,10242
72,0
73,10807
74,0
75,11526
76,0
77,12499
78,0
79,14153
80,0
81,0
82,15524
83,0
84,16229
85,0
86,0
87,16797
88,0
89,0
90,18241
91,0
92,0
93,17796
94,0
95,0
96,18078
97,0
98,0
99,17918
100,0
101,0
102,17345
103,0
104,16528
105,0
106,0
107,15792
108,0
109,15163
110,0
111,0
112,14335
113,0
114,13505
115,0
116,13418
117,0
118,13726
119,0
120,13289
121,0
122,0
123,13401
124,0
125,12652
126,0
127,12578
128,0
129,12414
130,0
131,11851
132,0
133,11769
134,0
135,11936
136,12178
137,0
138,11518
139,0
140,11427
141,0
142,11309
143,0
144,10908
145,0
146,11175
147,11171
148,0
149,11008
150,0
151,11102
152,0
153,11000
154,0
155,10716
156,10398
157,0
158,10342
159,0
160,10730
161,10501
162,0
163,10292
164,0
165,10629
166,10126
167,0
168,10674
169,0
170,10290
171,10518
172,0
173,10668
174,0
175,10543
176,0
177,10204
178,10467
179,0
180,10068
181,9867
182,0
183,9839
184,0
185,10094
186,9313
187,0
188,8564
189,8328
190,8756
191,0
192,8727
193,9046
194,0
195,8580
196,8599
197,8318
198,0
199,9342
200,8314
201,0
202,9258
203,9530
204,0
205,10748
206,0
207,10977
208,10071
209,0
210,9090
211,8552
212,0
213,8657
214,8570
215,8647
216,0
217,9253
218,0
219,9742
220,11783
221,0
222,10052
223,0
224,10713
225,9389
226,0
227,8142
228,8717
229,7075
230,7332
231,0
232,6673
233,6284
234,6840
235,7105
236,7006
237,7931
238,6011
239,6059
240,5746
241,6223
242,5576
243,4741
244,10008
245,4337
246,7040
247,6909
248,5506
249,7092
250,6452
251,5485
252,6754
253,6069
254,6498
255,3180
