gray_value,count
0,24732
1,6044
2,1823
3,1719
4,4364
5,919
6,1968
7,2505
8,1649
9,576
10,392
11,522
12,1874
13,497
14,2804
15,5083
16,6170
17,3787
18,646
19,616
20,896
21,571
22,487
23,565
24,1766
25,592
26,431
27,640
28,2449
29,596
30,5208
31,10798
32,1609
33,612
34,267
35,265
36,514
37,142
38,240
39,280
40,256
41,102
42,70
43,76
44,318
45,117
46,345
47,430
48,1682
49,541
50,274
51,257
52,336
53,136
54,310
55,301
56,1236
57,320
58,284
59,334
60,1761
61,379
62,1736
63,2408
64,4299
65,929
66,483
67,371
68,1530
69,259
70,396
71,339
72,467
73,145
74,133
75,145
76,395
77,104
78,570
79,543
80,907
81,594
82,150
83,142
84,278
85,148
86,114
87,128
88,389
89,124
90,137
91,161
92,376
93,105
94,630
95,1044
96,1664
97,481
98,220
99,275
100,369
101,139
102,270
103,267
104,285
105,102
106,81
107,110
108,395
109,165
110,449
111,623
112,1996
113,520
114,258
115,312
116,314
117,110
118,290
119,364
120,1617
121,307
122,308
123,455
124,2695
125,462
126,1879
127,2415
128,1614
129,1749
130,234
131,1339
132,466
133,359
134,337
135,2086
136,218
137,230
138,91
139,250
140,262
141,265
142,322
143,1918
144,600
145,524
146,103
147,369
148,143
149,136
150,84
151,380
152,218
153,248
154,87
155,379
156,308
157,332
158,459
159,2567
160,341
161,559
162,71
163,277
164,103
165,114
166,84
167,325
168,73
169,89
170,55
171,174
172,95
173,119
174,216
175,731
176,475
177,663
178,94
179,358
180,120
181,172
182,127
183,461
184,254
185,350
186,169
187,823
188,307
189,478
190,814
191,4673
192,1717
193,2344
194,339
195,1834
196,416
197,346
198,327
199,2926
200,243
201,289
202,80
203,315
204,255
205,305
206,401
207,2031
208,454
209,544
210,111
211,329
212,111
213,109
214,130
215,401
216,235
217,280
218,131
219,469
220,270
221,329
222,651
223,2673
224,3036
225,5956
226,324
227,1784
228,486
229,570
230,412
231,1924
232,291
233,441
234,186
235,751
236,415
237,606
238,1302
239,5610
240,5362
241,8459
242,455
243,2116
244,577
245,917
246,628
247,2327
248,1539
249,2032
250,730
251,4138
252,1682
253,2289
254,5789
255,41579
