gray_value,count
0,3978
1,3510
2,5235
3,0
4,0
5,0
6,33415
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,70641
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,434741
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,310563
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,131798
123,0
124,0
125,0
126,0
127,0
128,0
129,52069
130,0
131,0
132,0
133,33930
134,0
135,0
136,25373
137,0
138,0
139,26179
140,0
141,0
142,21348
143,0
144,21604
145,0
146,0
147,19473
148,0
149,16594
150,12311
151,0
152,9527
153,9146
154,10215
155,11077
156,9247
157,7899
158,6298
159,9820
160,4613
161,9976
162,8485
163,8852
164,6894
165,10687
166,7491
167,8748
168,6227
169,8522
170,9844
171,6570
172,6919
173,3473
174,13924
175,9247
176,6379
177,10290
178,6895
179,8680
180,8417
181,7181
182,9021
183,6143
184,10822
185,5996
186,9765
187,0
188,16657
189,0
190,9859
191,0
192,21652
193,7283
194,7116
195,0
196,19222
197,7842
198,6263
199,5710
200,7554
201,9789
202,10655
203,0
204,15991
205,5423
206,11844
207,7192
208,7302
209,6644
210,9501
211,9575
212,6151
213,6385
214,9832
215,10754
216,6109
217,0
218,11186
219,0
220,20530
221,7280
222,11524
223,6779
224,9323
225,8253
226,7060
227,8902
228,8015
229,7907
230,9202
231,6253
232,9340
233,6505
234,9121
235,5257
236,9204
237,9663
238,6234
239,6794
240,12354
241,4639
242,9584
243,10811
244,4806
245,9034
246,9732
247,7349
248,8450
249,6695
250,9166
251,9586
252,8347
253,7406
254,8886
255,4066
