gray_value,count
0,13854
1,6688
2,378
3,1979
4,8883
5,688
6,2144
7,14832
8,411
9,178
10,15
11,50
12,2041
13,330
14,2492
15,14193
16,7257
17,4951
18,180
19,359
20,1158
21,820
22,410
23,2251
24,2287
25,400
26,44
27,180
28,18999
29,782
30,18465
31,48093
32,405
33,188
34,21
35,77
36,261
37,14
38,84
39,354
40,22
41,9
42,0
43,6
44,59
45,17
46,43
47,209
48,2300
49,407
50,58
51,101
52,540
53,31
54,274
55,394
56,3211
57,293
58,64
59,129
60,24760
61,304
62,9582
63,8066
64,8673
65,791
66,280
67,490
68,6367
69,229
70,454
71,972
72,243
73,25
74,18
75,26
76,433
77,25
78,286
79,223
80,823
81,162
82,23
83,22
84,247
85,997
86,28
87,45
88,449
89,22
90,26
91,22
92,1619
93,17
94,269
95,500
96,2123
97,353
98,57
99,279
100,460
101,20
102,99
103,391
104,61
105,18
106,4
107,12
108,163
109,17
110,118
111,243
112,17758
113,906
114,368
115,387
116,3014
117,1673
118,469
119,915
120,21179
121,269
122,245
123,293
124,59367
125,407
126,8298
127,7404
128,321
129,2017
130,22
131,2851
132,213
133,380
134,56
135,17991
136,23
137,51
138,2
139,68
140,63
141,224
142,52
143,7148
144,162
145,397
146,14
147,240
148,32
149,25
150,15
151,312
152,82
153,95
154,4
155,135
156,369
157,389
158,264
159,6711
160,20
161,41
162,3
163,46
164,19
165,16
166,9
167,211
168,2
169,3
170,0
171,10
172,3
173,5
174,4
175,206
176,52
177,122
178,4
179,124
180,22
181,28
182,8
183,255
184,48
185,129
186,4
187,350
188,305
189,336
190,297
191,6406
192,2084
193,17543
194,50
195,21775
196,435
197,1127
198,127
199,52982
200,74
201,349
202,3
203,292
204,89
205,408
206,130
207,6600
208,354
209,1447
210,18
211,283
212,32
213,1078
214,18
215,1059
216,267
217,413
218,12
219,388
220,422
221,580
222,256
223,12550
224,2553
225,16608
226,62
227,8256
228,285
229,187
230,111
231,6980
232,64
233,249
234,9
235,251
236,125
237,225
238,327
239,4951
240,17959
241,49133
242,196
243,7273
244,312
245,6554
246,222
247,29332
248,8124
249,7737
250,153
251,6732
252,7674
253,6947
254,5381
255,342276
