gray_value,count
0,2118
1,3531
2,4922
3,2537
4,3391
5,4051
6,6255
7,0
8,7066
9,0
10,7851
11,0
12,7839
13,0
14,8931
15,0
16,7860
17,8020
18,0
19,7119
20,0
21,7123
22,7375
23,0
24,6962
25,0
26,6513
27,6455
28,0
29,6191
30,6117
31,5828
32,0
33,5349
34,5159
35,5035
36,4008
37,6578
38,3074
39,5351
40,2462
41,5104
42,4119
43,5653
44,3144
45,5029
46,4034
47,4651
48,4051
49,4771
50,3602
51,4850
52,3972
53,4619
54,3842
55,4743
56,4054
57,4580
58,3356
59,3432
60,4054
61,5360
62,3202
63,5794
64,3200
65,5703
66,3072
67,3233
68,6502
69,3127
70,3387
71,3377
72,7369
73,3992
74,4138
75,4147
76,4354
77,4629
78,4336
79,4020
80,3943
81,3550
82,3648
83,3361
84,6949
85,3237
86,3285
87,6471
88,3315
89,3049
90,6258
91,3192
92,3428
93,6491
94,3709
95,3860
96,3846
97,4068
98,3844
99,4048
100,4325
101,5050
102,5333
103,0
104,5243
105,5463
106,5047
107,5364
108,0
109,5487
110,5922
111,5808
112,0
113,6537
114,0
115,7410
116,5716
117,0
118,7745
119,6892
120,0
121,5808
122,5909
123,0
124,6386
125,7206
126,0
127,7032
128,0
129,7998
130,0
131,8058
132,0
133,11134
134,0
135,0
136,11880
137,0
138,0
139,10499
140,0
141,10316
142,0
143,10891
144,0
145,0
146,0
147,13058
148,0
149,0
150,13273
151,0
152,0
153,0
154,16754
155,0
156,0
157,0
158,20200
159,0
160,0
161,0
162,0
163,21165
164,0
165,0
166,0
167,0
168,18758
169,0
170,0
171,0
172,18870
173,0
174,0
175,0
176,17592
177,0
178,0
179,0
180,16065
181,0
182,0
183,0
184,18930
185,0
186,0
187,0
188,0
189,21021
190,0
191,0
192,0
193,0
194,0
195,0
196,26979
197,0
198,0
199,0
200,0
201,0
202,0
203,33882
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,40091
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,36583
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,34946
231,0
232,0
233,0
234,18379
235,0
236,0
237,14418
238,0
239,9343
240,0
241,6917
242,3633
243,5685
244,4524
245,4190
246,4697
247,3097
248,5348
249,3896
250,3827
251,4445
252,0
253,0
254,13689
255,2621
