gray_value,count
0,59
1,108
2,91
3,113
4,128
5,178
6,198
7,204
8,245
9,264
10,335
11,372
12,364
13,415
14,443
15,549
16,625
17,739
18,826
19,1255
20,1406
21,1642
22,1917
23,2280
24,2559
25,2898
26,3933
27,4198
28,6102
29,7480
30,7606
31,8408
32,8540
33,8842
34,8647
35,8559
36,8036
37,7703
38,7398
39,7184
40,6760
41,6581
42,6607
43,6427
44,6717
45,6475
46,6695
47,6777
48,6703
49,6914
50,7568
51,7239
52,7165
53,7208
54,7237
55,7323
56,7326
57,7322
58,6647
59,6363
60,6360
61,5907
62,5739
63,5793
64,5719
65,5605
66,5630
67,5499
68,5701
69,5778
70,5712
71,5866
72,5744
73,5935
74,5981
75,6297
76,6404
77,6586
78,7105
79,7104
80,7400
81,7337
82,7530
83,7795
84,8206
85,8800
86,8407
87,9087
88,8641
89,8567
90,8761
91,8848
92,8482
93,8641
94,8553
95,8852
96,8203
97,8250
98,8631
99,7788
100,8179
101,8057
102,7692
103,8025
104,7930
105,7946
106,8725
107,8858
108,9388
109,9618
110,9492
111,9884
112,9321
113,9352
114,10281
115,10557
116,10235
117,10707
118,10638
119,10867
120,11990
121,12627
122,11631
123,10382
124,10313
125,9573
126,8984
127,8748
128,9125
129,9047
130,8702
131,8499
132,8716
133,8356
134,8268
135,8232
136,8653
137,8801
138,8873
139,9572
140,10712
141,11023
142,11481
143,12215
144,12729
145,13070
146,14730
147,15155
148,15127
149,15827
150,15843
151,15109
152,15142
153,14972
154,15725
155,15094
156,15459
157,16025
158,15342
159,17426
160,19576
161,20401
162,17267
163,16953
164,15499
165,14507
166,14134
167,12998
168,12693
169,12359
170,11289
171,11650
172,11164
173,11042
174,10838
175,11093
176,10871
177,10539
178,10777
179,10712
180,10503
181,10621
182,10555
183,11450
184,12000
185,11672
186,12909
187,13399
188,14110
189,16577
190,16407
191,20473
192,22629
193,24027
194,25461
195,26448
196,34280
197,48944
198,52192
199,58761
200,69167
201,68327
202,62370
203,52358
204,65477
205,86334
206,92193
207,70797
208,47098
209,60837
210,41856
211,32950
212,20633
213,20309
214,18668
215,10177
216,7064
217,5959
218,6007
219,6235
220,5865
221,6180
222,6537
223,6017
224,6229
225,6744
226,7376
227,7826
228,5335
229,5324
230,4272
231,4875
232,5172
233,10664
234,7484
235,4111
236,4522
237,2217
238,1803
239,1515
240,1281
241,1797
242,1731
243,1910
244,1189
245,1728
246,1276
247,1578
248,1185
249,2589
250,4440
251,5450
252,3143
253,4200
254,16255
255,10947
