gray_value,count
0,5430
1,11885
2,11029
3,6102
4,15086
5,8408
6,8540
7,17489
8,8559
9,15739
10,7398
11,13944
12,13188
13,13144
14,6475
15,13472
16,13617
17,7568
18,14404
19,7208
20,14560
21,14648
22,6647
23,12723
24,11646
25,11512
26,11235
27,11200
28,11490
29,11610
30,11916
31,12701
32,13691
33,7104
34,14737
35,7530
36,16001
37,8800
38,8407
39,17728
40,8567
41,8761
42,17330
43,8641
44,8553
45,17055
46,8250
47,16419
48,8179
49,8057
50,15717
51,7930
52,16671
53,8858
54,9388
55,9618
56,19376
57,9321
58,9352
59,10281
60,10557
61,10235
62,10707
63,10638
64,10867
65,11990
66,12627
67,11631
68,20695
69,9573
70,8984
71,8748
72,18172
73,8702
74,8499
75,17072
76,8268
77,8232
78,17454
79,8873
80,9572
81,10712
82,11023
83,11481
84,12215
85,12729
86,13070
87,14730
88,0
89,15155
90,15127
91,15827
92,0
93,15843
94,15109
95,15142
96,0
97,14972
98,15725
99,15094
100,0
101,15459
102,16025
103,15342
104,0
105,17426
106,0
107,19576
108,20401
109,0
110,17267
111,16953
112,0
113,15499
114,14507
115,14134
116,12998
117,12693
118,12359
119,11289
120,11650
121,11164
122,11042
123,10838
124,11093
125,10871
126,10539
127,10777
128,10712
129,10503
130,10621
131,10555
132,11450
133,12000
134,11672
135,12909
136,13399
137,14110
138,0
139,16577
140,16407
141,0
142,20473
143,0
144,22629
145,0
146,24027
147,0
148,25461
149,0
150,26448
151,0
152,0
153,34280
154,0
155,0
156,0
157,0
158,48944
159,0
160,0
161,0
162,52192
163,0
164,0
165,0
166,0
167,58761
168,0
169,0
170,0
171,0
172,0
173,69167
174,0
175,0
176,0
177,0
178,0
179,68327
180,0
181,0
182,0
183,0
184,62370
185,0
186,0
187,0
188,0
189,52358
190,0
191,0
192,0
193,0
194,0
195,65477
196,0
197,0
198,0
199,0
200,0
201,0
202,86334
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,92193
211,0
212,0
213,0
214,0
215,0
216,70797
217,0
218,0
219,0
220,47098
221,0
222,0
223,0
224,0
225,0
226,60837
227,0
228,0
229,41856
230,0
231,0
232,32950
233,0
234,20633
235,0
236,20309
237,18668
238,10177
239,13023
240,12242
241,12045
242,12554
243,12973
244,7376
245,13161
246,9596
247,10047
248,10664
249,18334
250,11226
251,8356
252,13033
253,4200
254,16255
255,10947
