gray_value,count
0,30211
1,4884
2,2158
3,2628
4,13672
5,1001
6,2845
7,5974
8,2160
9,509
10,232
11,325
12,2685
13,462
14,2635
15,5206
16,4570
17,1668
18,426
19,536
20,909
21,198
22,471
23,732
24,2531
25,550
26,302
27,420
28,5684
29,742
30,4513
31,8185
32,1672
33,363
34,156
35,182
36,1991
37,110
38,285
39,392
40,306
41,56
42,26
43,56
44,958
45,88
46,178
47,334
48,2341
49,496
50,216
51,356
52,1066
53,141
54,351
55,529
56,4751
57,825
58,225
59,647
60,18090
61,1716
62,3150
63,4591
64,12718
65,938
66,2225
67,1148
68,6961
69,342
70,1305
71,1186
72,2202
73,117
74,68
75,109
76,1327
77,118
78,483
79,543
80,868
81,163
82,99
83,121
84,307
85,32
86,104
87,129
88,1237
89,112
90,82
91,131
92,1197
93,122
94,548
95,969
96,2115
97,401
98,204
99,347
100,1218
101,100
102,348
103,559
104,847
105,82
106,49
107,87
108,836
109,125
110,317
111,543
112,4527
113,563
114,369
115,498
116,1123
117,138
118,502
119,710
120,17198
121,1494
122,635
123,1824
124,18185
125,2074
126,4623
127,7442
128,1873
129,2457
130,325
131,4678
132,1939
133,1029
134,914
135,14734
136,194
137,203
138,22
139,280
140,232
141,367
142,192
143,3282
144,440
145,526
146,45
147,789
148,99
149,125
150,93
151,1705
152,198
153,323
154,36
155,596
156,385
157,550
158,311
159,4556
160,205
161,297
162,24
163,224
164,61
165,88
166,38
167,601
168,36
169,38
170,3
171,82
172,40
173,66
174,63
175,414
176,290
177,353
178,28
179,537
180,92
181,119
182,92
183,1664
184,214
185,482
186,76
187,1927
188,612
189,1708
190,405
191,9905
192,2156
193,5123
194,961
195,19862
196,1105
197,1077
198,866
199,19503
200,243
201,362
202,42
203,675
204,369
205,497
206,324
207,4606
208,386
209,616
210,85
211,1698
212,106
213,132
214,102
215,2105
216,286
217,472
218,72
219,1901
220,494
221,707
222,509
223,7739
224,1728
225,4608
226,166
227,2716
228,441
229,486
230,294
231,4461
232,158
233,242
234,41
235,390
236,322
237,449
238,612
239,4054
240,3937
241,5280
242,259
243,4027
244,510
245,842
246,471
247,6682
248,2700
249,3754
250,388
251,9193
252,4330
253,6592
254,3854
255,88788
