gray_value,count
0,25669
1,3766
2,753
3,2138
4,811
5,28
6,965
7,1685
8,1583
9,39
10,1
11,7
12,1410
13,50
14,846
15,1049
16,16302
17,460
18,53
19,212
20,46
21,3
22,57
23,139
24,7609
25,171
26,5
27,98
28,3403
29,182
30,1261
31,3692
32,3252
33,85
34,29
35,55
36,24
37,1
38,31
39,72
40,27
41,3
42,2
43,0
44,34
45,1
46,30
47,29
48,11410
49,350
50,53
51,178
52,24
53,0
54,46
55,84
56,4769
57,161
58,7
59,75
60,2215
61,166
62,1113
63,3109
64,1973
65,105
66,28
67,65
68,22
69,1
70,39
71,65
72,31
73,3
74,0
75,0
76,27
77,6
78,24
79,34
80,87
81,6
82,1
83,1
84,3
85,8
86,0
87,8
88,24
89,1
90,0
91,0
92,17
93,3
94,12
95,17
96,4633
97,154
98,51
99,134
100,37
101,2
102,67
103,122
104,46
105,5
106,0
107,0
108,60
109,1
110,55
111,69
112,6976
113,285
114,51
115,172
116,22
117,2
118,46
119,121
120,3104
121,132
122,13
123,53
124,2321
125,194
126,1518
127,3813
128,16354
129,1089
130,312
131,1158
132,245
133,32
134,364
135,808
136,283
137,13
138,2
139,1
140,427
141,27
142,324
143,564
144,1219
145,107
146,13
147,65
148,13
149,1
150,27
151,37
152,876
153,54
154,5
155,29
156,691
157,63
158,351
159,1136
160,58
161,7
162,0
163,5
164,2
165,0
166,3
167,6
168,1
169,0
170,0
171,0
172,2
173,0
174,0
175,4
176,553
177,44
178,5
179,38
180,4
181,0
182,5
183,10
184,443
185,22
186,0
187,14
188,252
189,24
190,153
191,549
192,27232
193,2134
194,363
195,1574
196,349
197,40
198,605
199,2063
200,427
201,34
202,0
203,9
204,568
205,51
206,451
207,1712
208,1539
209,172
210,17
211,96
212,13
213,24
214,21
215,127
216,753
217,84
218,2
219,27
220,562
221,75
222,344
223,1881
224,29458
225,2256
226,365
227,2438
228,228
229,34
230,516
231,3321
232,370
233,45
234,1
235,9
236,532
237,76
238,435
239,3094
240,60729
241,6408
242,325
243,4905
244,158
245,43
246,341
247,4076
248,35730
249,3483
250,71
251,1827
252,19793
253,3150
254,13873
255,167869
